1,0,0,0,0
2,0.05,2.40829045991362e-07,4.81658091982724e-06,282.151867549698
3,0.1,3.10635838348171e-08,-7.54894300397155e-07,309.180122691649
4,0.15,4.11093417366886e-07,2.14650796645236e-06,292.432762603198
5,0.2,3.55023034138081e-07,3.28848911354027e-06,298.297085718171
6,0.25,6.91017261726295e-07,5.6456296090629e-06,292.106833336409
7,0.3,1.00363585575271e-06,8.39643863848789e-06,289.524810006146
8,0.35,1.51068370232575e-06,1.1186934770496e-05,284.277030307123
9,0.4,2.1285531215775e-06,1.39023236911685e-05,278.923020182131
10,0.45,2.87162756634214e-06,1.61389372788587e-05,273.12793719842
11,0.5,3.71510825970172e-06,1.79197171225849e-05,267.280335085542
12,0.55,4.63705683241469e-06,1.92609128046097e-05,261.575218168782
13,0.6,5.62069821713468e-06,2.02785640314102e-05,256.052808117907
14,0.65,6.65078301252869e-06,2.1068988354019e-05,250.737504440298
15,0.7,7.71710189522414e-06,2.16906982645699e-05,245.59699870248
16,0.75,8.81086681142353e-06,2.21632394269553e-05,240.621905391764
17,0.8,9.92491313218543e-06,2.24950524870987e-05,235.802991606953
18,0.85,1.10527272856765e-05,2.27015240819838e-05,231.137326807616
19,0.9,1.21887216319544e-05,2.28051204881196e-05,226.617612602642
20,0.95,1.33282568312229e-05,2.28281727486546e-05,222.23284666104
21,1,1.44675832356723e-05,2.27869359479639e-05,217.971038654131
22,1.05,1.56036366404819e-05,2.26914384418524e-05,213.82246258317
23,1.1,1.67338580125403e-05,2.25489133600902e-05,209.780115152508
24,1.15,1.78560968694606e-05,2.23667652576095e-05,205.838297016369
25,1.2,1.89685711937567e-05,2.21528143616335e-05,201.991447654104
26,1.25,2.00698371176456e-05,2.19139273196327e-05,198.23404887303
27,1.3,2.11587404443399e-05,2.16551720002341e-05,194.561124826082
28,1.35,2.22343594793738e-05,2.13802245583864e-05,190.968534443924
29,1.4,2.32959584589346e-05,2.10922269080221e-05,187.452823175453
30,1.45,2.43429587446989e-05,2.07941871149667e-05,184.010900497445
31,1.5,2.53749197430622e-05,2.04888280866489e-05,180.639864758514
32,1.55,2.63915199594742e-05,2.01783443997045e-05,177.337030099652
33,1.6,2.73925363735485e-05,1.98644084744697e-05,174.100000993142
34,1.65,2.83778259146833e-05,1.95483736505352e-05,170.926662477758
35,1.7,2.93473117422285e-05,1.92314418933059e-05,167.815097495217
36,1.75,3.03009733546082e-05,1.89146844171146e-05,164.763516493834
37,1.8,3.12388381081193e-05,1.85989888002906e-05,161.770241312411
38,1.85,3.21609730116868e-05,1.82850467464478e-05,158.833716102301
39,1.9,3.30674772738108e-05,1.79734057718365e-05,155.952504680641
40,1.95,3.39584763109975e-05,1.76645283921443e-05,153.125267182651
41,2,3.48341171625212e-05,1.73588127670896e-05,150.350735581879
42,2.05,3.56945647071555e-05,1.70565844162388e-05,147.627702958081
43,2.1,3.65399982388282e-05,1.67580931584659e-05,144.955022294338
44,2.15,3.73706084037686e-05,1.64635284611088e-05,142.33160406446
45,2.2,3.81865946622488e-05,1.61730396019341e-05,139.756408483207
46,2.25,3.89881632820469e-05,1.58867455969822e-05,137.228436704176
47,2.3,3.97755256935912e-05,1.56047354269125e-05,134.746725609217
48,2.35,4.05488970541034e-05,1.53270682904673e-05,132.310345896924
49,2.4,4.13084949897139e-05,1.50537788660831e-05,129.918400354901
50,2.45,4.20545385477303e-05,1.47848843626782e-05,127.570020721282
51,2.5,4.27872473569927e-05,1.45203887389516e-05,125.264364376659
52,2.55,4.3506840941636e-05,1.42602837243308e-05,123.000611903193
53,2.6,4.42135381383473e-05,1.40045494817258e-05,120.77796584604
54,2.65,4.49075565969804e-05,1.37531566218738e-05,118.595649606505
55,2.7,4.55891123703198e-05,1.35060688029456e-05,116.452906129114
56,2.75,4.62584195858101e-05,1.32632444379334e-05,114.348996364623
57,2.8,4.69156901837102e-05,1.30246373566532e-05,112.283198182324
58,2.85,4.75611337007766e-05,1.27901972552773e-05,110.254805637019
59,2.9,4.81949570929778e-05,1.25598705227763e-05,108.263128286919
60,2.95,4.88173645953109e-05,1.23336012325536e-05,106.307490521659
61,3,4.94285576153432e-05,1.21113318279616e-05,104.38723087118
62,3.05,5.00287346538253e-05,1.18930034403689e-05,102.501701334985
63,3.1,5.06180912462597e-05,1.16785561415261e-05,100.650267017847
64,3.15,5.11968199200893e-05,1.14679292804885e-05,98.832305676653
65,3.2,5.17651101687996e-05,1.12610618717944e-05,97.0472073491011
66,3.25,5.2323148438133e-05,1.10578928529205e-05,95.294373874178
67,3.3,5.28711181250138e-05,1.08583612385969e-05,93.5732186126527
68,3.35,5.34091995833156e-05,1.06624062268123e-05,91.8831661214067
69,3.4,5.39375701377274e-05,1.04699673394861e-05,90.2236518507068
70,3.45,5.44564041032818e-05,1.02809845696062e-05,88.5941219249472
71,3.5,5.49658728097588e-05,1.00953984688323e-05,86.9940327703271
72,3.55,5.54661446316716e-05,9.91315022086277e-06,85.4228510030675
73,3.6,5.59573850192048e-05,9.73418166671155e-06,83.8800530790605
74,3.65,5.6439756534259e-05,9.55843536981363e-06,82.3651251563252
75,3.7,5.6913418886343e-05,9.38585465729673e-06,80.8775628680274
76,3.75,5.73785289718179e-05,9.21638365100703e-06,79.4168710944339
77,3.8,5.78352409138237e-05,9.04996728926212e-06,77.982563834875
78,3.85,5.82837061026304e-05,8.88655132525439e-06,76.5741639115382
79,3.9,5.87240732380911e-05,8.72608235672722e-06,75.1912029244943
80,3.95,5.91564883705294e-05,8.56850782231181e-06,73.8332209969173
81,4,5.95810949437405e-05,8.41377600812121e-06,72.4997665858947
82,4.05,5.99980338372183e-05,8.26183605489121e-06,71.190396424683
